company_raw,company_name,is_staffing,company_id
"SORENSON COMMUNICATIONS, LLC",Sorenson,False,10854
John Hopkins Medicine,John Hopkins Medicine Center Corporate Security,False,10855
University of Tennessee - Knoxville,University of Tennessee,False,10856
Heritage Care Place Georgia,Unclassified,False,10857
"Innovative Information Technologies, Inc",Innovative Information Technologies,False,10858
Winston-Salem State University,Winston-Salem State University,False,10859
"City of Olathe, KS",City Of Olathe,False,10860
ST. JOSEPH HEALTH,Saint Joseph Health,False,10861
Astir IT Solutions,Astir IT Solutions,False,10862
ISI-AIR Worldwide Corporation,Unclassified,False,10863
Vector Solutions,Vector Solutions,False,10864
Savvyan Technologies,Savvyan Technologies,False,10865
Trek Bikes,Trek Bikes,False,10866
"Acelar, Inc.",Acelar,False,10867
Electronic Transactions Association,Electronic Transactions Association,False,10868
Richmond and Henrico Health Districts,Richmond and Henrico Health Districts,False,10869
TEKsystems c/o Allegis Group,Allegis Group,True,10870
Katy Independent School District,Katy Independent School District,False,10871
Health Care Service Corp.,Health Care Service Corporation,False,10872
1100 NorthShore University HealthSystem,Unclassified,False,10873
Intermountain Wood Products,Intermountain Wood Products,False,10874
Rutgers University,Rutgers University,False,10875
"Elegant Enterprise Wide Solutions, Inc",Elegant Enterprise-Wide Solutions,True,10876
UNIVERSITY OF ILLINOIS AT CHICAGO,University of Illinois,False,10877
CalSTRS,Calstrs,False,10878
Crystal Tractor of Tallahassee,Unclassified,False,10879
Disability Solutions,Disability Solutions,True,10880
"Equitable Holdings, Inc",Equitable,False,10881
Enexus Global,Enexus Global,False,10882
Vings Technologies,Vings Technologies,False,10883
Amtex Enterprises,Amtex Enterprises,True,10884
"MILLIMAN, INC.",Milliman,False,10885
"Tanisha Systems, Inc.",Tanisha Systems,False,10886
Script2IT,Script2It,False,10887
Kentucky River Community Care,Kentucky River Community Care,False,10888
CareFirst,CareFirst of Maryland,False,10889
"Harmonia Holdings Group, LLC.",Harmonia Holdings Group,False,10890
"Famous Enterprises, Inc.",Famous Enterprises,False,10891
Red Commerce Limited,Red Commerce,True,10892
First Bank,First Bank,False,10893
NextEra Energy,NextEra Energy,False,10894
"NexInfo Solutions, Inc.",Nexinfo Solutions,False,10895
Aveshka,Aveshka,False,10896
AIS Inc,"Australian International School, Singapore",False,10897
"1-800-FLOWERS.COM, INC.",1-800-Flowers.com,False,10898
City of Brooklyn Park,City Of Brooklyn Park,False,10899
Culmen International LLC,Culmen International,False,10900
Appalachian State University,Appalachian State University,False,10901
Lynker Corporation,Lynker,False,10902
Alamedatech Solutions,Alamedatech Solutions,False,10903
Mimecast,Mimecast,False,10904
Super.com,Super Company Srl,False,10905
Jewel Craft INC.,Jewel-Craft,False,10906
The MOM project Inc.,The Mom Project,False,10907
Hello China,Hello China,False,10908
Springfield Public Schools,"Springfield Public Schools, MO",False,10909
OCEANEERING,Oceaneering,False,10910
"Mueller Water Products, Inc.",Mueller Water Products,False,10911
"SIEMENS MEDICAL SOLUTIONS USA, INC.",Siemens,False,10912
NTT DATA  Services,NTT DATA,False,10913
"Mohawk Industries, Inc.",Mohawk Industries,False,10914
"Live Nation Worldwide, Inc.",Live Nation,False,10915
Washington State Hospit,Unclassified,False,10916
Be The Match,Be The Match,False,10917
Bristlecone,Bristlecone,False,10918
Staffing,Staffing,True,10919
Solis Mammography,Solis Mammography,False,10920
Gallo Glass Company,Gallo Glass Company,False,10921
On-Board Companies,On-Board Companies,False,10922
Canadian Pacific Railway,Kansas City Southern,False,10923
Hughes Hubbard & Reed LLP,Hughes Hubbard & Reed Llp,False,10924
MultiPlan,MultiPlan,False,10925
090 OFFICE OF MANAGEMENT AND ENTERPRISE SERV,Unclassified,False,10926
PeopleVeda,Peopleveda,False,10927
By Musti,Unclassified,False,10928
Hydromax USA,Hydromax USA,False,10929
City and County of Broomfield,City And County Of Broomfield,False,10930
Rothman Orthopaedics,"Rothman Orthopaedics Of New York, PLLC",False,10931
University Of California - San Francisco Campus And Health,Ucsf Medical Center,False,10932
Baltimore County Government,Baltimore County Government,False,10933
Saldemar Solutions LLC,Saldemar Solutions,False,10934
EMTAK LLC,Emtak,False,10935
Master Lock,Master Lock Company,False,10936
Bonduelle Fresh Americas,Bonduelle Fresh Americas,False,10937
Mover,Mover&Company,False,10938
Ascend Medical Staffing,Ascend Medical Staffing,True,10939
"Jefferson - Center City, Philadelphia, PA",City of Philadelphia,False,10940
Medisca Inc,Medisca,False,10941
Smartflo Systems,Unclassified,False,10942
Redfin,Redfin,False,10943
Oswego Community Unit School District 308,Oswego Community Unit School District 308,False,10944
Lux Auto Sales,Lux Auto Sales,False,10945
Sumter County,Sumter County,False,10946
Lbb Specialties Holdings Llc,Unclassified,False,10947
Aptino,Aptino,False,10948
4-Serv Solutions Inc.,4-Serv Solutions,True,10949
Globe Life Inc.,Globe Life,False,10950
Contentsquare,Contentsquare,False,10951
DVG Tech Solutions LLC,DVG Tech Solutions,False,10952
Westinghouse Electric Company LLC,Westinghouse Electric Company,False,10953
HealthStream,Healthstream Incorporated,False,10954
Amergis Healthcare Staffing,Amergis,True,10955
Chevo Consulting,Chevo Consulting,False,10956
"Sysmex America, Inc",Sysmex,False,10957
PartnerHero,Partnerhero,False,10958
SystemsAccountants,SystemsAccountants,True,10959
"NasTech Global, Inc.",Unclassified,False,10960
Arctic Slope Regional Corporation,Arctic Slope Regional Corporation,False,10961
"Wittenberg Weiner Consulting, LLC",Wittenberg-Weiner Consulting,False,10962
Carson Wealth Management Group,Carson Wealth Management Group,False,10963
The Denzel Group,The Denzel Group,True,10964
Amity Foundation,Amity Foundation,False,10965
"Rocket Companies, Inc.",Rocket Companies,False,10966
Finvest,Finvest Corp Ltd,False,10967
The Atlantic Group,The Atlantic Group,True,10968
"United Natural Foods, Inc",United Natural Foods,False,10969
Nutrien Ag Solutions Limited,Nutrien,False,10970
Tokyo Electron Limited,Tokyo Electron,False,10971
Miltenyi Biotec Inc,Miltenyi Biotec,False,10972
AlliedTravelCareers,Unclassified,False,10973
Hines,Hines,False,10974
Kelly Education,Kelly Education,False,10975
Liquid Web,Liquid Web,False,10976
UF Health Shands,UF Health Shands Hospital,False,10977
Xylem,Xylem,False,10978
Stony Brook University,Stony Brook University,False,10979
ARB Interactive,Unclassified,False,10980
eSmartloan,Unclassified,False,10981
"Ozark Services, Inc",Ozark Services,False,10982
Virginia State Government Jobs,Commonwealth Of Virginia,False,10983
Orion Solutions LLC,Orion Corporate Solutions,False,10984
ViaPlus by VINCI Highways,Unclassified,False,10985
Reynolds and Reynolds,Reynolds & Reynolds,False,10986
Western States Regional Council of Carpenters,Unclassified,False,10987
Idaho State University,Idaho State University,False,10988
Columbus State Community College,Columbus State Community College,False,10989
Virence Health,Virence Health,False,10990
University Physicians' Association,University Physicians' Association,False,10991
Voto Latino,Voto Latino,False,10992
Hawaii Medical Service Association,Hawaii Medical Service Association,False,10993
CFGI,Cfgi,False,10994
Mathworks,MathWorks,False,10995
Solis Mammography/ Washington Radiology,Einstein Healthcare Network,False,10996
"DealerPolicy, Inc","Polly Insurance Agency, LLC",False,10997
City of Southaven,City Of Southaven,False,10998
Mirage Post Acute,Unclassified,False,10999
"Computer Staff, Inc.",Computer Staff,True,11000
Children's Mercy KC,Children's Mercy Kc,False,11001
Inno Supps,Inno Supps,False,11002
New Mexico State University Board of Regents,New Mexico State University,False,11003
Monogram Health,Monogram Health,False,11004
Decision Six Inc,Decision Six,False,11005
Bio-techne,Bio-Techne,False,11006
K̦rber Pharma Inc.,Unclassified,False,11007
PHP Staffing,Unclassified,False,11008
"Sellers & Associates, LLC",Sellers & Associates,False,11009
Marici Solutions,Marici Solutions,False,11010
OpenText,Open Text Corporation,False,11011
Pactiv Evergreen Inc,Pactiv Evergreen,False,11012
TRIMEDX,TRIMEDX,False,11013
Edmonds Waterfront Center,Edmonds Waterfront Center,False,11014
Millennium Trust Company,Millennium Trust Company,False,11015
Jellyvision,Jellyvision,False,11016
LEGO,LEGO,False,11017
Apollo MedFlight,Apollo Medflight,False,11018
El Rio Community Health Center,El Rio Community Health Center,False,11019
Advantage Capital,Advantage Capital,False,11020
Rowland Auto Sales,Unclassified,False,11021
PEMCO Mutual Insurance Company,Pemco Mutual Insurance Co,False,11022
"Recruiter Networks: Houston, TX",Unclassified,False,11023
Unison Inc.,"Unison International, S.A.",False,11024
Odyssey Information Services (Houston),Odyssey Information Services,True,11025
Greater Washington Urban League,Greater Washington Urban League,False,11026
TalentBurst,Talentburst,True,11027
Pantex Plant,Pantex Plant,False,11028
The Aerospace Corporation,The Aerospace Corporation,False,11029
"cyberThink, Inc.",cyberThink,True,11030
Snowflake,Snowflake Computing,False,11031
Bank OZK,Bank OZK,False,11032
"Sysmind, LLC",Sysmind,False,11033
Capital Group Companies Global,Capital Group Companies Global,False,11034
"NTT DATA, Inc.",NTT DATA,False,11035
Wellspan Health,Wellspan Health,False,11036
eTeam,eTeam Inc,True,11037
Decision Point Healthcare,Decision Point Healthcare Solution,False,11038
Roomex Limited,Roomex.Com,False,11039
Penn State,Pennsylvania State University,False,11040
National Center for Missing & Exploited Children,National Center For Missing & Exploited Children,False,11041
"American Heart Association, Inc.",American Heart Association,False,11042
NPR,Npr,False,11043
COMERICA MANAGEMENT COMPANY / % ADP INC/TALX UCM SERVICES INC,Unclassified,False,11044
"Calaveras, County of (CA)",County Of Calaveras,False,11045
(Not Available),CVS Health,False,11046
Saint Francis Health System,Saint Francis Health System,False,11047
Hilton Grand Vacations,Hilton,False,11048
Cary Institute of Ecosystem Studies,Cary Institute Of Ecosystem Studies,False,11049
Occidental Petroleum Corporation,Occidental Petroleum,False,11050
DriveTime,Drivetime,False,11051
"Parkar Consulting Group, LLC",Parkar Consulting Group,False,11052
PRIMUS GLOBAL SERVICES,Primus Global Services,False,11053
Tennessee College of Applied Technology-Memphis,Tennessee College Of Applied Technology Memphis,False,11054
KAYAK,Kayak,False,11055
Marc Fisher Footwear,Marc Fisher Footwear,False,11056
Ramboll Group A/S,Ramboll,False,11057
Robert Geraghty - Country Financial,Unclassified,False,11058
Enovation Controls LLC,Enovation Controls,False,11059
Emera Inc,Emera Corp,False,11060
"NBH BANK, NATIONAL ASSOCIATION",NBH Bank,False,11061
Campbell Company of Canada,Campbell Company Of Canada,False,11062
LHH Recruitment Solutions,Lee Hecht Harrison,True,11063
48forty Solutions,48forty Solutions,False,11064
CoverMyMeds,Covermymeds,False,11065
"Techtronic Industries North America, Inc.",Techtronic Industries North America,False,11066
Eversource,Eversource Energy,False,11067
"Leggett & Platt, Incorporated",Ark Ell Springs,False,11068
C2 GPS- Lower Rio Grande Workforce,Unclassified,False,11069
Signode Industrial Group LLC,Signode Industrial Group,False,11070
NetJets,Netjets,False,11071
Mohawk Valley Health Systems,Valley Health System,False,11072
"Mercedes-Benz U.S. International, Inc.",Mercedes-Benz Group,False,11073
Vectorsoft,Vectorsoft.Com,False,11074
"FFF Enterprises, Inc",Fff Enterprises,False,11075
"Educational Testing Service Pierre, SD",Unclassified,False,11076
California Department of Health Care Services,California Department Of Health Care Services,False,11077
Lyteworx Automation Systems,Lyteworx Automation Systems,False,11078
Fluke,Fluke Corporation,False,11079
Spatial Front,Spatial Front,False,11080
Paxos,Paxos,False,11081
Information Consulting Services of Delaware Valley,Information Consulting Services Of Delaware Valley,False,11082
H2M architects + engineers,H2M Architects + Engineers,False,11083
AP EMISSIONS TECHNOLOGIES LLC,Ap Emissions Technologies,False,11084
Virginia Retirement System,Virginia Retirement System,False,11085
"Professional Management Enterprises, Inc.",Professional Management Enterprises (Pme),True,11086
AND Digital,Digital 2.0,True,11087
EASE Logistics,At Ease Logistics,False,11088
"The New IEM, Llc",The New Iem,False,11089
Private Company,Unclassified,False,11090
Prolim,Prolim Corporation,False,11091
"MESO SCALE DIAGNOSTICS, LLC","Meso Scale Diagnostics, Llc.",False,11092
LMR Technical Group,Lmr Technical Group,False,11093
ePromptus Inc.,Epromptus,False,11094
"Ultratec, Inc.",Ultratec,False,11095
Esrhealth,Unclassified,False,11096
ektello,ektello,False,11097
Society of Defense Financial Management,Unclassified,False,11098
Naval Sea Systems Command,United States Navy,False,11099
Research Foundation of The City University of New York,CUNY,False,11100
Transformation Church,Transformation Church,False,11101
McGriff,Mcgriff,False,11102
University Medical Center Physicians,Unclassified,False,11103
KENCO,Kenco,False,11104
Coforge,Coforge,False,11105
Enterprise Applications Consulting,Enterprise Applications Consulting,False,11106
Bank Of New York Mellon,BNY Mellon,False,11107
Gwinnett County Public Schools,Gwinnett County Public Schools,False,11108
"LE0001 ServiceTitan, Inc.",Unclassified,False,11109
Corporate Offices,Corporate Offices,False,11110
xn global systems.inc,Unclassified,False,11111
EXL Services,Exl Services Ltd,False,11112
System Soft Technologies,System Soft Technologies,True,11113
Battelle Memorial Institute,Battelle,False,11114
Safariland LLC,Safariland,False,11115
Sumter County Government,Sumter County,False,11116
CROSSMARK,Crossmark,True,11117
Zensar,Zensar Technologies,False,11118
"JMA Solutions, LLC",Jma Solutions,False,11119
JT4,Jt4,False,11120
Cotiviti,Cotiviti,False,11121
Rocket Mortgage,Rocket Mortgage,False,11122
SBG Technology Solutions,Sbg Technology Solutions,False,11123
ARK Infotech Spectrum,Ark Infotech Spectrum,False,11124
IT Avalon,It Avalon,True,11125
TC Energy,TC Energy,False,11126
EKIN Solutions Inc,Ekin Solutions,False,11127
Denken Solutions Inc,Denken Solutions,False,11128
McLaren Health Care Corp,McLaren Health Care,False,11129
"NANA Regional Corporation, Inc.",NANA Regional Corporation,False,11130
Fidelity & Guaranty Life Business Services,Fidelity & Guaranty Life Business Services,False,11131
Answers In Genesis Group,Unclassified,False,11132
Right Advisors Pvt. Ltd,Right Advisors Pvt Ltd,False,11133
"Southwest Service Administrators, Inc",Southwest Service Administrators,False,11134
Spark Foundry,Spark Foundry,False,11135
"Samson Software Solutions, INC",Samson Software Solutions,False,11136
FIRST AMERICAN TITLE INSURANCE,First American Financial,False,11137
INTRUST Bank,Intrust Bank,False,11138
Taylor & Associates,Taylor And Associates Llc;,False,11139
White Cap,White Cap International,False,11140
Texas Materials - Gulf Coast Area,Unclassified,False,11141
Infotree Global Solutions,Infotree Global Solutions,True,11142
The Brandit Agency,The Brandit Agency,False,11143
(Not Available),Randstad,True,11144
Family Service Association - Fall River,Family Service Association,False,11145
Ingredion,Ingredion,False,11146
SKIDATA,Skidata,False,11147
PROGYNY,Progyny,False,11148
"Employment Opportunities at BuzzFeed, Inc.",Unclassified,False,11149
FlexJobs,Unclassified,False,11150
K&k,K&K International.,False,11151
Betterment,Betterment,False,11152
Vivint Smart Home,Vivint,False,11153
NTT,Ntt Agency,False,11154
Dexian Signature Federal,Unclassified,False,11155
OneAPPS Consulting,Oneapps Consulting,False,11156
"Veridian Tech Solutions, Inc.",Veridian Tech Solutions,True,11157
"Advansoft International, Inc.",Advansoft International,False,11158
RadNet,RadNet,False,11159
Drodex Inc,Drodex,False,11160
Kyndryl Inc.,KYNDRYL,False,11161
FLANDERS ELECTRIC MOTOR SERVICE INC,Flanders Corporation,False,11162
Fischer Homes,Fischer Homes,False,11163
Assurety Consulting,Assurety Consulting,False,11164
Data Migration International,Data Migration,False,11165
sapleinc,Unclassified,False,11166
Aya Healthcare,Aya Healthcare,True,11167
VAAM Technologies Inc,Unclassified,False,11168
Talent Advisory Group,Talent Advisory Group,False,11169
Adtalem Global Education Inc,Adtalem Global Education,False,11170
"Technology Service Professionals, Inc",Technology Service Professionals,False,11171
Vasitum,Vasitum,False,11172
General Electric,GE Aerospace,False,11173
Unknown,The Hertz Corporation,False,11174
Tesla,Tesla,False,11175
Bi-State Development,Bi State Development Agency,False,11176
"IT Concepts, Inc",It Concepts,False,11177
Dataquad Inc.,Dataquad,False,11178
Red Oak Strategic,Red Oak Strategic,False,11179
Armed Enforcement,Unclassified,False,11180
Michiana Rotational Molding,Michiana Rotational Molding,False,11181
Brightside Windows,Brightside Windows And Siding,False,11182
Radian,Radian,False,11183
KNIME AG,Knime.Com,False,11184
"Quality Technology Services, LLC",Quality Technology Services,False,11185
"Saf-Holland, Inc.",Saf-Holland,False,11186
CHS Inc.,CHS,False,11187
"Guardians Infotech, LLC",Unclassified,False,11188
Meta,Meta,False,11189
Recruit Professional Services,Recruit Professional Services,True,11190
"Life Strategies, LLC",Life Strategies,False,11191
Mitchell Martin Inc.,Mitchell Martin,True,11192
"Prudential Financial, Inc.",Prudential Financial,False,11193
Invesco Mutual Fund,Unclassified,False,11194
Associated Wholesale Grocers,Associated Wholesale Grocers,False,11195
"Super Micro Computer, Inc",Supermicro,False,11196
Florida International University,Florida International University,False,11197
"Merck KGaA Darmstadt, Germany",Merck KGaA Darmstadt Germany,False,11198
VTal Technology Solutions LLC,Vtal Technology Solutions,False,11199
S3 Staffing USA,S3 Staffing,True,11200
Sharp,Sharp Corporation,False,11201
"Under Armour, Inc.",Under Armour,False,11202
"Moseley Technical Services, Inc.",Moseley Technical Services,True,11203
confidential,Vaco,True,11204
"Metroplex Energy, Inc.",Metroplex Energy,False,11205
Amway,Amway,False,11206
The University of Chicago,University of Chicago,False,11207
"AIM Solutions, Inc.",Aim Corporate Solutions,False,11208
Ezee Fiber,Unclassified,False,11209
Simpluris,Simpluris,False,11210
International Solutions Group,International Solutions Group,False,11211
Parkland Health and Hospital System (PHHS),Parkland Health,False,11212
The New York Times,New York Times,False,11213
Portland Public Schools,"Portland Public Schools, ME",False,11214
BABB Technology Services Inc,Babb Technology Services,False,11215
DynPro,Dynpro,True,11216
Faith Technologies,Faith Technologies,False,11217
"Fresenius Kabi USA, LLC",Fresenius,False,11218
Buckner's Family Restaurant | Jackson,Unclassified,False,11219
Multnomah County,Multnomah County,False,11220
Healthy MD,Live Healthy Md,False,11221
"Pyramid Systems, Inc.",Pyramid Systems,False,11222
FSA Federal,Fsa Federal,False,11223
Aflac,Aflac,False,11224
We are a temp staffing agency (Primus Software Corp.) and job is with one of our End Clients,Unclassified,False,11225
Avride Inc.,Avride,False,11226
TRC Talent Solutions,TRC Talent,True,11227
Indiana Packers Corporation,Indiana Packers Corporation,False,11228
BARR ENGINEERING,Barr Engineering Co.,False,11229
Partners Health Management,Partners Health Management,False,11230
Global Shop Solutions,Global Shop Solutions,False,11231
TATA Consulting Services (USA),Tata Consultancy Services,False,11232
BCForward,BCforward,True,11233
Sumitomo Mitsui Banking Corporation,Sumitomo Mitsui Financial Group,False,11234
Riot Games,Riot Games,False,11235
"Centurion Consulting Group, LLC",Centurion Consulting Group,False,11236
Costco Auto Program,Costco,False,11237
Arreis Construction Group Llc,Unclassified,False,11238
Mission Services LLC (MSI),Mission Services Llc (Msi),False,11239
CalHR,Calhr Basket,False,11240
Enshire Inc,Enshire,False,11241
Sira Consulting,Sira Consulting,False,11242
Georgia Pacific,Georgia-Pacific,False,11243
RR Infosystems LLC,Rr Infosystems,False,11244
Therma-Tru,Therma Tru,False,11245
CHAS Health,Chas Health,False,11246
Crystal Tractor of Ocala,Unclassified,False,11247
"Public Consulting Group

Federal Contractor",Unclassified,False,11248
Aspen Skiing Company,Aspen Skiing Company,False,11249
Access: Supports for Living,Access Supports for Living,False,11250
Credorax,Credorax,False,11251
BeaconFire Inc.,Beaconfire,False,11252
7027 Anord Mardix (USA) Inc,Unclassified,False,11253
Coverent,Coverent,False,11254
Chandler USD 80,Arizona Group,False,11255
AlloSource,Allosource,False,11256
CES (P) Ltd,Ces Agency,False,11257
Lowe\u0027s Inc.,Unclassified,False,11258
Chapin Hall at the University of Chicago,Chapin Hall At The University Of Chicago,False,11259
"Epco, Inc.",EPCO,False,11260
Mid-City Lumber Co Ltd.,Mid-City Lumber,False,11261
CARMAX,CarMax,False,11262
Jackson Hospital and Clinic,Jackson Hospital Foundation,False,11263
RICEFW Technologies Inc.,RICEFW Technologies,True,11264
Trenton Health Team,Trenton Health Team,False,11265
Paycom,Paycom,False,11266
Sabenza IT,Sabenza It Recruitment,True,11267
Domino's Franchise,Domino's Pizza,False,11268
Kooner Fleet Management Solutions,Unclassified,False,11269
Westfield Insurance,Westfield Insurance,False,11270
Cenergistic LLC,Cenergistic,False,11271
"Performance Personnel Partners, LLC",Performance Personnel Partners,True,11272
ZeroFOX,Zerofox,False,11273
PA Solutions,Pa Solutions,False,11274
Health Net,Healthnet,False,11275
TECHNOCRAFT SOLUTIONS,Technocraft Solutions,False,11276
Ascend Federal Credit Union,Ascend Federal Credit Union,False,11277
"BankUnited, Inc.",BankUnited,False,11278
Comar,Comar,False,11279
NeerInfo Solutions,Neerinfo Solutions,False,11280
Town of Mount Pleasant,Town Of Mount Pleasant,False,11281
Capitol 50 Consultants Inc,Capitol 50 Consultants,False,11282
Andeo Group,Andeo Group,True,11283
"Subaru of America, Inc.",Subaru Of America,False,11284
AstraZeneca,AstraZeneca,False,11285
Walmart Inc.,Walmart,False,11286
Haver Analytics,Haver Analytics,False,11287
GS1 Consulting,Gs1 Consulting,False,11288
Ampstek LLC,Ampstek,False,11289
Qsource,Qsource,False,11290
Mindlance,Mindlance,True,11291
Amcor,Amcor,False,11292
Intelq,Intelq Technologies (Pvt) Ltd,False,11293
Cradlepoint,Cradlepoint,False,11294
Continental AG,Continental,False,11295
"Mobilution USA, Inc.",Mobilution,False,11296
Upen Group Inc,Upen Group,False,11297
"Insight Global, LLC",Insight Global,True,11298
WellSky Corporation,Wellsky,False,11299
Nelnet,Nelnet,False,11300
Cetera Financial Group,Cetera Financial Group,False,11301
Entergy Corporation,Entergy,False,11302
Exmark Manufacturing Co,Exmark Manufacturing Company,False,11303
"Amazon Data Services, Inc.",Amazon,False,11304
"Sundt Construction, Inc.",Sundt Construction,False,11305
Tanium,Tanium,False,11306
"Wal-Mart Transportation,",Walmart,False,11307
Automobile Club of Southern California,AAA,False,11308
Newmark Group,Newmark Group,False,11309
"ActiveSoft, Inc",Activesoft,False,11310
Macquarie Global Services,Macquarie,False,11311
Sunshine Residential Homes,Sunshine Residential Homes,False,11312
ARES Corporation,ARES Corporation,False,11313
"The Hanover Insurance Group, Inc.",Hanover Insurance Group,False,11314
Cleo Consulting Inc.,Cleo Consulting,False,11315
KRAZY BINS,Unclassified,False,11316
Mediavine,Mediavine,False,11317
Wolverine Trading,Wolverine Trading,False,11318
Edgeall.com,Unclassified,False,11319
Tom Bush Family of Dealerships,Tom Bush Family Of Dealerships,False,11320
TH Foods,Th Foods,False,11321
Atika Tech,Atika Technologies,False,11322
Bluesight,Bluesight International,False,11323
Gonzaga University,Gonzaga University,False,11324
Cirrus Design Corporation,Cirrus Design Corporation,False,11325
"Ingenio, LLC.",Ingenio,False,11326
Unknown,Amazon,False,11327
University of California,University of California,False,11328
"Akahi Associates, LLC",Akahi Associates,False,11329
Pacer Staffing,Pacer Staffing,True,11330
"Doosan Fuel Cell America, Inc.",Doosan Fuel Cell America,False,11331
GAVS Technologies,Gavs Technologies,False,11332
Confidential Employer,Unclassified,False,11333
Ventura County,Ventura County,False,11334
"Everest Global Services, Inc.",Everest Global Services,False,11335
"United Airlines, Inc.",United Airlines,False,11336
Celandynesoft,Unclassified,False,11337
Prorsum Technologies,Prorsum Technologies,False,11338
"Computer Consultants International, Inc. (CCI)",Computer Consultants International,False,11339
Alexander Reus PA,Alexander Reus P A,False,11340
Sharp Home Care,Sharp Home Care,False,11341
"Kaygen, Inc.",Kaygen,False,11342
Hess Wine Co,Unclassified,False,11343
Stellar Health,Stellar Health,False,11344
YouTube,YouTube,False,11345
First 5 Alameda,First 5 Alameda County,False,11346
Government Tactical Solutions,Government Tactical Solutions,False,11347
KesarWeb,Unclassified,False,11348
North Carolina Agricultural & Technical State University,North Carolina A&T State University,False,11349
Axle,"Axle International Co.,Ltd",False,11350
Cava Connect,Cava Connect,False,11351
Arbor Research Collaborative for Health,Arbor Research Collaborative For Health,False,11352
World's Best Cheeses,World's Best Cheeses,False,11353
Spire Systems Inc,Spire Systems,True,11354
Dorman Products,Dorman Products,False,11355
LabWare,Labware,False,11356
CENTRAL ARIZONA SHELTER SERVICES INC,Central Arizona Shelter Services,False,11357
Alta Planning + Design,Alta Planning + Design,False,11358
BluoSoft,Unclassified,False,11359
Luminis Health,Anne Arundel Health System,False,11360
MI-GSO | PCUBED,Mi-gso | Pcubed,False,11361
"Virtuoso, Ltd.",Virtuoso,False,11362
iNECTA LLC,Inecta Llc.,False,11363
City of Stamford,City Of Stamford,False,11364
7N,7N,False,11365
Arcon Solutions Inc,Arcon Solutions,False,11366
"IZAR Associates, Inc.",Izar Associates,False,11367
Infinium Spirits,Infinium Spirits,False,11368
CAYS Inc,Cays,False,11369
Vertisystem,Vertisystem,False,11370
"Indiana University Health, Inc",Indiana University,False,11371
"CodaBears, Inc",Codabears,False,11372
DANE LLC,Dane,False,11373
"Apex Companies, LLC",Apex Companies,False,11374
MACY'S,Macy's,False,11375
Fox Corporation,Fox News Network,False,11376
CorVel,CorVel,False,11377
Dept of Family & Protectve Svc,State Of Texas,False,11378
Dominion Energy,Dominion Energy,False,11379
NOV Inc.,NOV,False,11380
One IT Corp,One It,False,11381
Emerson,Emerson Electric,False,11382
Proximate Technology Inc.,Unclassified,False,11383
Jobrialto,Unclassified,False,11384
Avontix,Avontix,False,11385
Adventist HealthCare,Adventist Health,False,11386
Hexacorp,Hexacorp,False,11387
Backoffice Abroad,Unclassified,False,11388
"Primera Engineers, Ltd",Primera Engineers,False,11389
Volvo Group,Volvo,False,11390
Bank Of America,Bank of America,False,11391
SS&amp;C Technologies,SS&C Technologies,False,11392
Cynosure Technologies LLC,Cynosure Technologies,False,11393
940 Parsons Services Company,Unclassified,False,11394
Christus Health,CHRISTUS Health,False,11395
Teamware Solutions,Teamware Solutions,False,11396
OmniFlex Consulting LLC,Unclassified,False,11397
MedExcellence,Unclassified,False,11398
"Intel

Federal Contractor",Unclassified,False,11399
Fox Rothschild,Fox Rothschild Llp,False,11400
SPHERION,Spherion Staffing,True,11401
"Carolina Precision Technologies, LLC",Carolina Precision Technologies,False,11402
Ciena Corporation,Ciena,False,11403
IT People Corporation,It People Corporation,False,11404
Dematic Corp,Dematic,False,11405
Iberia Foods Corporation,Iberia Foods,False,11406
CONSOLIDATED NUCLEAR SECURITY LLC,Consolidated Nuclear Security,False,11407
Perkins Coie,Perkins Coie,False,11408
Haworth,Haworth,False,11409
Belden Inc,Belden,False,11410
Little Friends Inc,Little Friends,False,11411
"APR Consulting, Inc.",APR Consulting,True,11412
Huntington,Huntington,True,11413
Nous Infosystems,Nous Infosystems,False,11414
Ellucian Company L.P.,Ellucian,False,11415
APEX IT Services,Apex It Services,False,11416
BMK and Associates,Bmk Associates,False,11417
Christian Living Communities,Christian Living Communities,False,11418
Nelson Connects,Nelson Connects,True,11419
Workers Compensation Center,Workers Compensation Center,False,11420
Intrado,Intrado,False,11421
State Industrial Products,State Industrial Products,False,11422
"NetSource, Inc.",Netsource,True,11423
Dataspace,Dataspace,False,11424
Copart Inc,Copart,False,11425
CSL Behring,CSL,False,11426
HMM America Shipping Agency Inc.,Unclassified,False,11427
State of Maryland - DPSCS OSEC Administrative Services,Unclassified,False,11428
Appalachian Power Company,Appalachian Power Company,False,11429
Involgix,Involgix.,False,11430
"Road Safety Services, Inc.",Road Safety Services,False,11431
MyMichigan Health,Saginaw Valley State University,False,11432
"Delta Defense, LLC.",Delta Defense,False,11433
Roundstone,Roundstone Us,False,11434
Ave Maria University,Ave Maria University,False,11435
National Oilwell Varco,NOV,False,11436
Claire's,Claire's,False,11437
Promote Project,Unclassified,False,11438
Quiddity Infotech LLC,Quiddity Infotech,False,11439
02B Federal Reserve Bank of New York,Federal Reserve Bank,False,11440
Yanfeng,Yanfeng USA,False,11441
Nevada National Security Site,Nevada National Security Site,False,11442
On-Board Services,On-Board Services,True,11443
Bentonville Schools,Bentonville Schools,False,11444
